S. No.,College Name,College Type,State Name
20803,BRAINS BHILAI (Id: C-31339),Recognized Center,Chhatisgarh
20804,BRIGHT COMPUTER KOTA (Id: C-31549),Recognized Center,Rajasthan
20805,BRIJLAL PRAJAPATI INSTITUTE OF COMPUTER EDUCATION KARELI (Id: C-31392),Recognized Center,Madhya Pradesh
20806,BRILLIANT CENTRE OF INFORMATION TECHNOLOGY NERCHOWK (Id: C-31590),Recognized Center,Himachal Pradesh
20807,BROWN INSTITUTE OF PROFESSIONAL STUDIES GWALIOR (Id: C-31198),Recognized Center,Madhya Pradesh
20808,B.S. COMPUTER INSTITUTE CHHATARPUR (Id: C-31284),Recognized Center,Madhya Pradesh
20809,BUNDELKHAND COMPUTER EDUCATION ORAI (Id: C-31311),Recognized Center,Uttar Pradesh
20810,BUREAU OF COMPUTER SCIENCE & TECHNOLOGY BETUL (Id: C-31564),Recognized Center,Madhya Pradesh
20811,BVM ICM GWALIOR (Id: C-31279),Recognized Center,Madhya Pradesh
20812,CAREER ACADEMY OF TECHNOLOGY & SOFTWARE PALAMPUR (Id: C-31408),Recognized Center,Himachal Pradesh
20813,CAREER COMPUTER INSTITUTE OF INFORMATION TECHNOLOGY CHHATARPUR (Id: C-31064),Recognized Center,Madhya Pradesh
20814,"CAREER COMPUTER INSTITUTE OF INFORMATION TECHNOLOGY , NOWGAON (Id: C-31371)",Recognized Center,Madhya Pradesh
20815,C.B.S. COMPUTER INSTITUTE VIDISHA (Id: C-31368),Recognized Center,Madhya Pradesh
20816,CCA INSTITUTE OF PROFESSIONAL EDUCATION JHANSI (Id: C-31362),Recognized Center,Uttar Pradesh
20817,CCA INSTITUTE OF PROFESSIONAL EDUCATION LALITPUR (Id: C-31268),Recognized Center,Uttar Pradesh
20818,C-DOTS INSTITUTE OF COMPUTER TECHNOLOGY SAHARANPUR (Id: C-31495),Recognized Center,Uttar Pradesh
20819,CENTRE FOR ADVANCED COMPUTER TRAINING B.J.S. BHOPAL (Id: C-31478),Recognized Center,Madhya Pradesh
20820,CENTRE FOR COMPUTER EDUCATION BHOPAL (Id: C-31139),Recognized Center,Madhya Pradesh
20821,CENTRE FOR INFORMATION MANAGEMENT MUZAFFARNAGAR (Id: C-31127),Recognized Center,Uttar Pradesh
20822,"CENTRE FOR INFORMATION TECHNOLOGY , MEERUT (Id: C-31456)",Recognized Center,Uttar Pradesh
20823,CENTRE FOR MANAGEMENT & INFORMATION TECHNOLOGY SIDHI (Id: C-31578),Recognized Center,Madhya Pradesh
20824,"CENTRE FOR MEDIA AND JOURNALISM, JABALPUR (Id: C-31399)",Recognized Center,Madhya Pradesh
20825,CENTRE OF ASCENT TECHNOLOGY & SCIENCE DHARAMSHALA (Id: C-31594),Recognized Center,Himachal Pradesh
20826,CENTRE OF COMPUTER AND COMMUNICATION PRATAPGARH (Id: C-31066),Recognized Center,Uttar Pradesh
20827,CENTRE OF COMPUTER AND SOFTWARE EDUCATION JABALPUR (Id: C-31460),Recognized Center,Madhya Pradesh
20828,CENTRE OF COMPUTER & INFORMATION TECHNOLOGY SIHORA (Id: C-31401),Recognized Center,Madhya Pradesh
20829,CENTRE OF COMPUTERS & COMMUNICATION ALLAHABAD (Id: C-31126),Recognized Center,Uttar Pradesh
20830,CENTRE OF INFORMATION & MANAGEMENT KASHIPUR (Id: C-31377),Recognized Center,Uttrakhand
20831,CENTRE OF MANAGEMENT SCIENCE & TECHNOLOGY MEERUT (Id: C-31547),Recognized Center,Uttar Pradesh
20832,CHANAKYA INSTITUTE OF IT & MANAGEMENT MAINPURI (Id: C-31432),Recognized Center,Uttar Pradesh
20833,"CHANDRA IT EDUCATION TRUST , ALWAR (Id: C-31446)",Recognized Center,Rajasthan
20834,"CHHOTANAGPUR INSTITUTE OF INFORMATION TECHNOLOGY AND MANAGEMENT , DHANBAD (Id: C-31110)",Recognized Center,Jharkhand
20835,CHHOTA NAGPUR INSTITUTE OF INFORMATION TECHNOLOGY & MANAGEMENT DHANBAD (Id: C-31278),Recognized Center,Jharkhand
20836,CHIRAG EDUCATION POINT AJMER (Id: C-31527),Recognized Center,Rajasthan
20837,CHITRAKOOT INSTITUTE OF COMPUTER SCIENCE & TECHNOLOTY KARWI (Id: C-31191),Recognized Center,Uttar Pradesh
20838,CISL COMPUTER EDUCATION AMETHI (Id: C-31544),Recognized Center,Uttar Pradesh
20839,CITY CENTRE OF MANAGEMENT & INFORMATION TECHNOLOGY JABALPUR (Id: C-31376),Recognized Center,Madhya Pradesh
20840,CITY INSTITUTE OF IT & PROFESSIONAL STUDIES KATNI (Id: C-31494),Recognized Center,Madhya Pradesh
20841,COLLEGE OF COMPUTERS & COMMUNICATION JABALPUR (Id: C-31551),Recognized Center,Madhya Pradesh
20842,"COLLEGE OF MANAGEMENT STUDIES, KANPUR (Id: C-31298)",Recognized Center,Uttar Pradesh
20843,"COMMITS, BANGALORE (Id: C-31433)",Recognized Center,Karnataka
20844,COMP-FEEDERS TAKNIKI PRASHIKSHAN SANSTHAN INDORE (Id: C-31076),Recognized Center,Madhya Pradesh
20845,COMP-TECH DEGREE COLLEGE DHAMTARI (Id: C-31520),Recognized Center,Chhatisgarh
20846,COMP-TECH TRUST SAWAI MADHOPUR (Id: C-31072),Recognized Center,Rajasthan
20847,"COMPUTER CORNER EDUCATIONAL SOCIETY, ITARSI (Id: C-31397)",Recognized Center,Madhya Pradesh
20848,COMPUTER MANTHAN (Id: C-31270),Recognized Center,Jharkhand
20849,COMPUTER.NET SAGAR (Id: C-31178),Recognized Center,Madhya Pradesh
20850,COMPUTER POINT BHOPAL (Id: C-31327),Recognized Center,Madhya Pradesh
20851,COMTECH INFOSYS BHILWARA (Id: C-31111),Recognized Center,Rajasthan
20852,CO-OPERATIVE COMPUTER & MANAGEMENT TRANING CENTRE BHOPAL (Id: C-31209),Recognized Center,Madhya Pradesh
20853,CORAL INSTITUTE OF INFORMATION TECHNOLOGY HARDOI (Id: C-31179),Recognized Center,Uttar Pradesh
20854,CTNT STUDY CENTRE MANDI (Id: C-31083),Recognized Center,Himachal Pradesh
20855,CYBER INSTITUTE OF MANAGEMENT MEERUT (Id: C-31338),Recognized Center,Uttar Pradesh
20856,DAKSH ACADEMY DHAR (Id: C-31291),Recognized Center,Madhya Pradesh
20857,DATACARE INSTITUTE OF INFORMATION TECHNOLOGY SATNA (Id: C-31255),Recognized Center,Madhya Pradesh
20858,DATASOFT JHANSI (Id: C-31389),Recognized Center,Uttar Pradesh
20859,DAYANAND ACADEMY OF ADVANCED STUDIES DEHRADUN (Id: C-31257),Recognized Center,Uttrakhand
20860,"DAYANAND ACADEMY OF ADVANCED STUDIES,DEHRADUN (Id: C-31474)",Recognized Center,Uttrakhand
20861,DAYANAND ACADEMY OF ADVANCED STUDIES DEHRADUN1 (Id: C-31526),Recognized Center,Uttrakhand
20862,"DAYANAND ACADEMY OF ADVANCE STUDIES, NEW TEHRI (Id: C-31242)",Recognized Center,Uttrakhand
20863,DAYANAND ACADEMY OF ADVANCE STUDIES RISHIKESH (Id: C-31276),Recognized Center,Uttrakhand
20864,DEEKSHA COMPUTER INSTITUTE MANDIDEEP (Id: C-31212),Recognized Center,Madhya Pradesh
20865,"DELHI FILM INSTITUTE, NEW DELHI (Id: C-31457)",Recognized Center,Delhi
20866,DESIGN EDUTECH JABALPUR (Id: C-31157),Recognized Center,Madhya Pradesh
20867,DHAMTARI INSTITUTE OF INFORMATION TECHNOLOGY DHAMTARI (Id: C-31405),Recognized Center,Chhatisgarh
20868,D.H. COMPUTER EDUCATION PATHAKHERA (Id: C-31413),Recognized Center,Madhya Pradesh
20869,DIGITAL COMPUTER ACADEMY AJAIGARH (Id: C-31236),Recognized Center,Madhya Pradesh
20870,DIGITAL COMPUTER AND MANAGEMENT ACADEMY CHHATARPUR (Id: C-31318),Recognized Center,Madhya Pradesh
20871,DIGITAL COMPUTER CENTER RAJNAGAR (Id: C-31151),Recognized Center,Madhya Pradesh
20872,DIGITAL INSTITUTE OF TECHNOLOGY & SCIENCE KOTMA (Id: C-31550),Recognized Center,Madhya Pradesh
20873,"DIGITAL POINT IT EDUCATION , SAGAR (Id: C-31239)",Recognized Center,Madhya Pradesh
20874,DISTRICT CO-OPERATIVE UNION COMPUTER CENTRE HOSHANGABAD (Id: C-31181),Recognized Center,Madhya Pradesh
20875,"DOEACC CENTRE, CHANDIGARH SHIMLA (Id: C-31347)",Recognized Center,Himachal Pradesh
20876,"DOEACC CENTRE, LUCKNOW (Id: C-31256)",Recognized Center,Uttar Pradesh
20877,DOT-CMC COMPUTER EDUCATION SEHORE (Id: C-31144),Recognized Center,Madhya Pradesh
20878,"D.P.VIPRA INSTITUTE OF COMPUTER SCIENCE, BILASPUR (Id: C-31531)",Recognized Center,Chhatisgarh
20879,"DREAM VALLEY COLLEGE, SITHOLI (Id: C-31062)",Recognized Center,Madhya Pradesh
20880,DR. GOUR COMPUTER CENTRE SAGAR (Id: C-31308),Recognized Center,Madhya Pradesh
20881,DR. RADHAKRISHNAN VIDYAPEETH NEEMUCH (Id: C-31138),Recognized Center,Madhya Pradesh
20882,DR. ZAKIR HUSSAIN INSTITUE FOR NON-FORMAL & CONTINUING EDUCATION PATNA (Id: C-31219),Recognized Center,Bihar
20883,DR. ZAKIR HUSSAIN INSTITUTE FOR NON-FORMAL & CONTINUING EDUCATION DHANBAD (Id: C-31484),Recognized Center,Jharkhand
20884,DR. ZAKIR HUSSAIN INSTITUTE FOR NON-FORMAL & CONTINUING EDUCATION MUZAFFARPUR (Id: C-31199),Recognized Center,Bihar
20885,DR. ZAKIR HUSSAIN INSTITUTE OF NON FORMAL & CONTINUING EDUCATION BHAGALPUR (Id: C-31074),Recognized Center,Bihar
20886,"DR. ZAKIR HUSSAIN INSTITUTE OF NON FORMAL & CONTINUING EDUCATION , BHAGALPUR (Id: C-31372)",Recognized Center,Bihar
20887,"DR. ZAKIR HUSSAIN INSTITUTE OF NON FORMAL & CONTINUING EDUCATION , JAMSHEDPUR (Id: C-31175)",Recognized Center,Jharkhand
20888,"DR. ZAKIR HUSSAIN INSTITUTE OF NON FORMAL & CONTINUING EDUCATION , RANCHI (Id: C-31370)",Recognized Center,Jharkhand
20889,"DUJARI DATA SYSTEMS, BIKANER (Id: C-31359)",Recognized Center,Rajasthan
20890,E-AXIS INFOLUTIONS NEW DELHI (Id: C-31185),Recognized Center,Delhi
20891,"EDITWORKS SCHOOL OF MASS COMMUNICATION,NOIDA (DELHI NCR) (Id: C-31207)",Recognized Center,Uttar Pradesh
20892,"E.M.S. ACADEMY OF JOURNALISM, BHOPAL (Id: C-31420)",Recognized Center,Madhya Pradesh
20893,E-@NET COMPUTERS PANDHURNA (Id: C-31227),Recognized Center,Madhya Pradesh
20894,EUREKA INSTITUTE OF COMPUTER & TECHNOLOGY BHOPAL (Id: C-31398),Recognized Center,Madhya Pradesh
20895,EXCEL INSTITUTE OF COMPUTERS HOSHANGABAD (Id: C-31186),Recognized Center,Madhya Pradesh
20896,EXTOL FACULTY OF COMPUTER SCIENCES BHOPAL (Id: C-31510),Recognized Center,Madhya Pradesh
20897,EXTOL INSTITUTE OF COMPUTER APPLICATION BHOPAL (Id: C-31436),Recognized Center,Madhya Pradesh
20898,"EXTOL INSTITUTE OF JOURNALISM, BHOPAL (Id: C-31479)",Recognized Center,Madhya Pradesh
20899,FASTEST COMPUTER EDUCATION CENTRE NARSINGHGARH (Id: C-31315),Recognized Center,Madhya Pradesh
20900,FILM INSTITUTE OF e-MITS LUCKNOW (Id: C-31262),Recognized Center,Uttar Pradesh
20901,"FILM INSTITUTE OF EMITS, LUCKNOW (Id: C-31335)",Recognized Center,Uttar Pradesh
20902,"FORTUNE INSTITUTE OF COMMUNICATION AND TELEVISION, NEW DELHI (Id: C-31155)",Recognized Center,Delhi
20903,"GALAXY COMPUTER POINT, PANIPAT (Id: C-31384)",Recognized Center,Haryana
20904,"GALAXY SOFTECH, JAIPUR (Id: C-31492)",Recognized Center,Rajasthan
20905,GANDHI INSTITUTE OF SCIENCE AND TECHNOLOGY BHOPAL (Id: C-31321),Recognized Center,Madhya Pradesh
20906,GARHWAL INFOTECH TEHRI GARHWAL (Id: C-31530),Recognized Center,Uttrakhand
20907,GEETA VERMA INSTITUTE OF TECHNOLOGY CHHINDWARA (Id: C-31080),Recognized Center,Madhya Pradesh
20908,GENIUS INFORMATION COMPUTER SYSTEM (GICS) SIKAR (Id: C-31115),Recognized Center,Rajasthan
20909,GICTS (GWALIOR INSTITUTE FOR COMPUTER TECHNOLOGY & SCIENCE) GWALIOR (Id: C-31253),Recognized Center,Madhya Pradesh
20910,G-INTITUTE OF INFORMATION TECHNOLOGY RAJNANDGAON (Id: C-31582),Recognized Center,Chhatisgarh
20911,GLOBAL INSTITUTE OF MANAGEMENT TECHNOLOGY NEW DELHI (Id: C-31571),Recognized Center,Delhi
20912,GLOBAL IT PLANET NARSINGHPUR (Id: C-31444),Recognized Center,Madhya Pradesh
20913,GRAFIX COMPUTER EDUCATION GUNA (Id: C-31304),Recognized Center,Madhya Pradesh
20914,GRENADIERS REGIMENTAL CENTRE JABALPUR (Id: C-31095),Recognized Center,Madhya Pradesh
20915,"GULBARGA INSTITUTE OF COMPUTER SCIENCES, GULBARGA (Id: C-31410)",Recognized Center,Karnataka
20916,GUPTA COMPUTER EDUCATION SARANGARH (Id: C-31059),Recognized Center,Chhatisgarh
20917,GURUKUL INSTITUTE OF COMPUTER SCIENCE SHAMLI (Id: C-31201),Recognized Center,Uttar Pradesh
20918,GURUKUL INSTITUTE OF INFORMATION TECHNOLOGY ROORKEE (Id: C-31154),Recognized Center,Uttrakhand
20919,GYAN GANGA MAHAVIDHYALAYA GWALIOR (Id: C-31194),Recognized Center,Madhya Pradesh
20920,GYAN SAGAR INSTITUTE OF COMPUTER SCIENCE & APPLICATION JABALPUR (Id: C-31579),Recognized Center,Madhya Pradesh
20921,"HALLMARK COMPUTER SERVICES, RATLAM (Id: C-31174)",Recognized Center,Madhya Pradesh
20922,HARMILAP INSTITUTE OF COMPUTER & TECHNOLOGY BURHAR (Id: C-31091),Recognized Center,Madhya Pradesh
20923,"HARMILAP INSTITUTE OF COMPUTER & TECHNOLOGY, SHAHDOL (Id: C-31542)",Recognized Center,Madhya Pradesh
20924,"HARSH INSTITUTE OF PROFESSIONAL CARRIER, MEERUT (Id: C-31238)",Recognized Center,Uttar Pradesh
20925,"HINDI ACADEMY DELHI, NEW DELHI (Id: C-31113)",Recognized Center,Delhi
20926,"HI-TECH COMPUTER ACADEMY, KHANDWA (Id: C-31423)",Recognized Center,Madhya Pradesh
20927,H.K. HITECH JODHPUR (Id: C-31394),Recognized Center,Rajasthan
20928,HORIZON ACADEMY SEONI MALWA (Id: C-31500),Recognized Center,Madhya Pradesh
20929,HOWARD INSTITUTE OF COMPUTER TECHNOLOGY GWALIOR (Id: C-31528),Recognized Center,Madhya Pradesh
20930,"IAAN SCHOOL OF MASS COMMUNICATION, NEW DELHI (Id: C-31509)",Recognized Center,Delhi
20931,IBM ADVANCED CAREER EDUCATION BARRACKPORE (Id: C-31232),Recognized Center,West Bengal
20932,I-CAT INSTITUTE OF COMPUTER APPLICATION & TECHNOLOGY JABALPUR (Id: C-31468),Recognized Center,Madhya Pradesh
20933,ICCI COMPUTER ACADEMY BHOPAL (Id: C-31592),Recognized Center,Madhya Pradesh
20934,ICON COMPUTER EDUCATION SAUSAR (Id: C-31073),Recognized Center,Madhya Pradesh
20935,IDEAL INSTITUTE OF INFORMATION TECHNOLOGY SEHORE (Id: C-31077),Recognized Center,Madhya Pradesh
20936,IITM (INSTITUTE OF IT & MANAGEMENT) SABALGARH (Id: C-31137),Recognized Center,Madhya Pradesh
20937,IMARAT INSTITUTE OF COMPUTER AND ELECTONICS PATNA (Id: C-31071),Recognized Center,Bihar
20938,INDIA COMPUTER CENTRE RAJNANDGAON (Id: C-31343),Recognized Center,Chhatisgarh
20939,INDIRA GANDHI COMPUTER TECHNOLOGY BEOHARI (Id: C-31297),Recognized Center,Madhya Pradesh
20940,INDIRA GANDHI INSTITUTE OF SCIENCE & TECHNOLOGY BHOPAL (Id: C-31459),Recognized Center,Madhya Pradesh
20941,"INDRA INSTITUTE OF COMPUTER EDUCATION, BHIND (Id: C-31487)",Recognized Center,Madhya Pradesh
20942,INFO INSTITUTE OF INFORMATION TECHNOLOGY RISHIKESH (Id: C-31469),Recognized Center,Uttrakhand
20943,INFO-LINE INSTITUTE OF TECHNICAL EDUCATION RAJGARH (Id: C-31493),Recognized Center,Rajasthan
20944,INFO MEDIA BARMER (Id: C-31229),Recognized Center,Rajasthan
20945,INFORMATION TECHNOLOGY DEVELOPMENT CENTRE RATLAM (Id: C-31101),Recognized Center,Madhya Pradesh
20946,"INFORMATION TECHNOLOGY INSTITUTE, SIKAR (Id: C-31555)",Recognized Center,Rajasthan
20947,INFORMATION TECHNOLOGY TRAINING CELL DHOLPUR (Id: C-31061),Recognized Center,Rajasthan
20948,INFOTECH COMPUTER ACADEMY INDORE (Id: C-31518),Recognized Center,Madhya Pradesh
20949,"INK MEDIA SCHOOL OF JOURNALISM, SAGAR (Id: C-31567)",Recognized Center,Madhya Pradesh
20950,INNERTECH INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY AMLAI (Id: C-31294),Recognized Center,Madhya Pradesh
20951,INSTITUTE FOR COMPUTER SCIENCE GORAKHPUR (Id: C-31146),Recognized Center,Uttar Pradesh
20952,"INSTITUTE FOR MEDIA MANAGEMENT & COMMUNICATION STUDIES , NEW DELHI (Id: C-31344)",Recognized Center,Delhi
20953,"INSTITUTE OF COMPUTER EXCELLENCE (ICE), SATNA (Id: C-31360)",Recognized Center,Madhya Pradesh
20954,INSTITUTE OF COMPUTER LEARNING (ICL) JAIPUR (Id: C-31553),Recognized Center,Rajasthan
20955,INSTITUTE OF COMPUTER MANAGEMENT & TECHNOLOGY MULTAI (Id: C-31210),Recognized Center,Madhya Pradesh
20956,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY BETUL (Id: C-31160),Recognized Center,Madhya Pradesh
20957,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY BINA (Id: C-31119),Recognized Center,Madhya Pradesh
20958,INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY BINA1 (Id: C-31559),Recognized Center,Madhya Pradesh
20959,"INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY, JABALPUR (Id: C-31538)",Recognized Center,Madhya Pradesh
20960,"INSTITUTE OF COMPUTER TECHNOLOGY, KOTA (Id: C-31149)",Recognized Center,Rajasthan
20961,INSTITUTE OF INFORMATION TECHNOLOGY & SCIENCE NAJIBABAD (Id: C-31171),Recognized Center,Uttar Pradesh
20962,INSTITUTE OF INTEGRATED PROFESSIONAL STUDIES SHILLONG (Id: C-31105),Recognized Center,Meghalaya
20963,"INSTITUTE OF MANAGEMENT DEVELOPMENT AND RESEARCH , NEW DELHI (Id: C-31577)",Recognized Center,Delhi
20964,"INSTITUTE OF MANAGEMENT DEVELOPMENT & RESEARCH,NEW DELHI (Id: C-31414)",Recognized Center,Delhi
20965,"INSTITUTE OF MEDIA & COMMUNICATION, INDORE (Id: C-31507)",Recognized Center,Madhya Pradesh
20966,"INSTITUTE OF MEDIA & TECHNOLOGY, GURGAON (Id: C-31536)",Recognized Center,Haryana
20967,"INSTITUTE OF PROFESSIONAL STUDIES, MEERUT (Id: C-31292)",Recognized Center,Uttar Pradesh
20968,INSTITUTE OF SOFTWARE TECHNOLOGY BHOPAL (Id: C-31438),Recognized Center,Madhya Pradesh
20969,"INSTITUTE TO PROFESSIONAL EDUCATION, MODINAGAR (Id: C-31568)",Recognized Center,Uttar Pradesh
20970,INSTITUTION OF ENGINEERING AND TECHNOLOGY GUWAHATI (Id: C-31150),Recognized Center,Assam
20971,INTEGRAL INSTITUTE OF COMPUTER LEARNING LUCKNOW (Id: C-31290),Recognized Center,Uttar Pradesh
20972,INTELLICON COMPUTERS BHOPAL (Id: C-31078),Recognized Center,Madhya Pradesh
20973,INTERMATICS COMPUTER CENTRE PARASIA (Id: C-31244),Recognized Center,Madhya Pradesh
20974,"INTERNATIONAL INSTITUTE OF JOURNALISM & MASS COMMUNICATION , LUCKNOW (Id: C-31328)",Recognized Center,Uttar Pradesh
20975,IOCS COMPUTER EDUCATION KANPUR (Id: C-31348),Recognized Center,Uttar Pradesh
20976,"IPS ACADEMY, Indore (Id: C-31513)",Recognized Center,Madhya Pradesh
20977,ISLAMIA INSTITUTE OF COMPUTER SCIENCE AND MANAGEMENT INDORE (Id: C-31249),Recognized Center,Madhya Pradesh
20978,ITC TECHNOSOFT VARANASI (Id: C-31351),Recognized Center,Uttar Pradesh
20979,JABALI K.S. COMPUTER INSTITUTE JABALPUR (Id: C-31512),Recognized Center,Madhya Pradesh
20980,JABALPUR COMPUTERS & INFORMATION TECHNOLOGY JABALPUR (Id: C-31591),Recognized Center,Madhya Pradesh
20981,"JABALPUR INSTITUTE OF COMPUTER SCIENCE, JABALPUR (Id: C-31333)",Recognized Center,Madhya Pradesh
20982,"JABALPUR INSTITUTE OF INFORMATION TECHNOLOGY , JABALPUR (Id: C-31317)",Recognized Center,Madhya Pradesh
20983,JABALPUR VIDYAPEETH COMPUTER ACADEMY JABALPUR (Id: C-31345),Recognized Center,Madhya Pradesh
20984,"JAGAT PATHAK PATRAKARITA SANSTHAN,BHOPAL (Id: C-31404)",Recognized Center,Madhya Pradesh
20985,JAI BHARTI INSTITUTE OF PROFESSIONAL STUDIES UJJAIN (Id: C-31585),Recognized Center,Madhya Pradesh
20986,JAI NARSINGH COMPUTER INSTITUTE KARELI (Id: C-31211),Recognized Center,Madhya Pradesh
20987,JAIN INSTITUTE GWALIOR (Id: C-31470),Recognized Center,Madhya Pradesh
20988,"JANDARSHAN, RAIPUR (Id: C-31269)",Recognized Center,Chhatisgarh
20989,JAWAHARLAL NEHRU INSTITUTE OF COMPUTER TECHNOLOGY REWA (Id: C-31293),Recognized Center,Madhya Pradesh
20990,JAYANTI COMPUTER EDUCATION CENTRE KANPUR (Id: C-31266),Recognized Center,Uttar Pradesh
20991,J.D. COMPUTER EDUCATION CENTRE SAGAR (Id: C-31183),Recognized Center,Madhya Pradesh
20992,JET-POINT COMPUTER CENTRE BHOPAL (Id: C-31350),Recognized Center,Madhya Pradesh
20993,J.M. COMPUTER ITARSI (Id: C-31332),Recognized Center,Madhya Pradesh
20994,"JYOTI INSTITUTE OF INFORMATION TECHNOLOGY , BAREILLY (Id: C-31358)",Recognized Center,Uttar Pradesh
20995,KADAMBINI COMPUTER INSTITUTE UJJAIN (Id: C-31346),Recognized Center,Madhya Pradesh
20996,KALIDAS INSTITUTE OF PROFESSIONAL STUDIES UJJAIN (Id: C-31265),Recognized Center,Madhya Pradesh
20997,KALINGA EDUCATION ACADEMY BHILAI (Id: C-31586),Recognized Center,Chhatisgarh
20998,KALPTARU COMPUTER INDORE (Id: C-31407),Recognized Center,Madhya Pradesh
20999,"Karmveer Vidyapeeth, Khandwa (Id: C-31556)",PG Center / Off-Campus Center,Madhya Pradesh
21000,KAWA INSTITUTE (Id: C-31314),Recognized Center,Jammu and Kashmir
21001,KAWA INSTITUTE JAMMU (Id: C-31197),Recognized Center,Jammu and Kashmir
21002,KAWA INSTITUTE KATHUA (Id: C-31098),Recognized Center,Jammu and Kashmir
21003,KAWA INSTITUTE POONCH (Id: C-31254),Recognized Center,Jammu and Kashmir
21004,KAWA INSTITUTE REASI (Id: C-31565),Recognized Center,Jammu and Kashmir
21005,KAWA INSTITUTE SRINAGAR (Id: C-31454),Recognized Center,Jammu and Kashmir
21006,KAWA INSTITUTE VIJAYPUR (Id: C-31356),Recognized Center,Jammu and Kashmir
21007,KB INSTITUTE OF TECHNOLOGY & MANAGEMENT FAIZABAD (Id: C-31378),Recognized Center,Uttar Pradesh
21008,KCE INSTITUTE OF PROFESSIONALS NARSINGHPUR (Id: C-31329),Recognized Center,Madhya Pradesh
21009,KESHAV INSTITUTE OF COMPUTER SCIENCE HATTA (Id: C-31390),Recognized Center,Madhya Pradesh
21010,KHANDELWAL COMPUTER RESEARCH INSTITUTE ALWAR (Id: C-31102),Recognized Center,Rajasthan
21011,K.K. EDUCATION INSTITUTE JABALPUR (Id: C-31234),Recognized Center,Madhya Pradesh
21012,KNOVICE EDUCATION PVT. LTD. MATHURA (Id: C-31597),Recognized Center,Uttar Pradesh
21013,"KORBA COMPUTER CENTRE, KORBA (Id: C-31120)",Recognized Center,Chhatisgarh
21014,KOTMA INSTITUTE OF COMPUTER & TECHNOLOGY KOTMA (Id: C-31573),Recognized Center,Madhya Pradesh
21015,K.R. COMPUTER INSTITUTE AMBIKAPUR (Id: C-31184),Recognized Center,Chhatisgarh
21016,KRISHNA COMPUTER INSTITUTE INDORE (Id: C-31310),Recognized Center,Madhya Pradesh
21017,KRISHNA INFOTECH BHOPAL (Id: C-31443),Recognized Center,Madhya Pradesh
21018,KUMAR INSTITUTE OF MANAGEMENT & INFORMATION TECHNOLOGY (Id: C-31361),Recognized Center,Uttar Pradesh
21019,LAKSHYA INSTITUTE OF COMPUTER TRAINING DEWAS (Id: C-31223),Recognized Center,Madhya Pradesh
21020,LAKSHYA INSTITUTE OF PROFESSIONAL STUDIES GWALIOR (Id: C-31243),Recognized Center,Madhya Pradesh
21021,LAL BAHADUR SHASTRI INSTITUTE OF COMPUTER SCIENCE PRATAPGARH (Id: C-31570),Recognized Center,Rajasthan
21022,LAL BAHADUR SHASTRI INSTITUTE OF COMPUTER SCIENCE & TECHNOLOGY DHANPURI (Id: C-31118),Recognized Center,Madhya Pradesh
21023,LAXMIBAI COMPUTER ACADEMY PANAGAR (Id: C-31170),Recognized Center,Madhya Pradesh
21024,LAXMI BAI SAHUJI COLLEGE JABALPUR (Id: C-31364),Recognized Center,Madhya Pradesh
21025,LCC COMPUTER EDUCATION MANDLA (Id: C-31081),Recognized Center,Madhya Pradesh
21026,"LIBRARY & INFORMATION TECHNOLOGY INSTITUTE,GORAKHPUR (Id: C-31396)",Recognized Center,Uttar Pradesh
21027,LOGICAL CONCEPTS COMPUTER EDUCATION SEONI (Id: C-31220),Recognized Center,Madhya Pradesh
21028,LOHIA INSTITUTE OF TECHNOLOGY ORAI (Id: C-31409),Recognized Center,Uttar Pradesh
21029,LOKMANYA TILAK VIGYAN EVAM VANIJYA MAHAVIDHYALAYA UJJAIN (Id: C-31241),Recognized Center,Madhya Pradesh
21030,LORD BUDDHA EDUCATION FOUNDATION KATHMANDU (Id: C-31429),Recognized Center,Nagaland
21031,MAA BHAGWATI INFOTECH JODHPUR (Id: C-31583),Recognized Center,Rajasthan
